	Metabolite ID	50 biggest coefficients
1468	0.4295943534631438	0.4295943534631438
1121	0.427770774480477	0.427770774480477
950	0.3830702277467995	0.3830702277467995
904	0.3676795289131273	0.3676795289131273
572	0.3623510699037051	0.3623510699037051
947	0.3563295965684461	0.3563295965684461
1324	0.3330388137384859	0.3330388137384859
1433	0.3304400816768057	0.3304400816768057
573	0.3292473318448955	0.3292473318448955
574	0.3285752924058553	0.3285752924058553
396	0.327206727169652	0.327206727169652
1417	0.3219020636897264	0.3219020636897264
394	0.3212944895456393	0.3212944895456393
1952	0.3158772672471521	0.3158772672471521
926	0.3143723153856854	0.3143723153856854
582	0.3130818860469533	0.3130818860469533
395	0.2988680195635138	0.2988680195635138
1961	0.2933603001598922	0.2933603001598922
657	0.2919418921680452	0.2919418921680452
1362	0.290971461491033	0.290971461491033
1681	0.2885591226050541	0.2885591226050541
932	0.2785770550329579	0.2785770550329579
996	0.2775068930784581	0.2775068930784581
1261	0.2716456597078812	0.2716456597078812
1333	0.2669942633384131	0.2669942633384131
1623	0.2665357140331593	0.2665357140331593
300	0.2663731713063772	0.2663731713063772
1243	0.2561674303818375	0.2561674303818375
2000	0.2539111070001199	0.2539111070001199
1678	0.2536531441711707	0.2536531441711707
1007	0.2451572228912494	0.2451572228912494
1677	0.2436346231042898	0.2436346231042898
1257	0.2399129158657124	0.2399129158657124
1097	0.2397295182077305	0.2397295182077305
1013	0.238897823647766	0.238897823647766
1910	0.2388073959145497	0.2388073959145497
1376	0.2346950496555776	0.2346950496555776
2036	0.2326656576974445	0.2326656576974445
1266	0.2301354019761622	0.2301354019761622
1227	0.2281706468157719	0.2281706468157719
1638	0.2264813448777753	0.2264813448777753
1594	0.224873520732786	0.224873520732786
1415	0.2240338859793356	0.2240338859793356
41	0.2227965324164215	0.2227965324164215
1716	0.2226856255165287	0.2226856255165287
712	0.2215711368369311	0.2215711368369311
874	0.2177720293322039	0.2177720293322039
1875	0.2170556867737821	0.2170556867737821
1367	0.2146160312520014	0.2146160312520014
1705	0.2137635593224927	0.2137635593224927
