	Metabolite ID	Feature Importance	Metabolite name
0	878	0.018645382395382396	Unknown
1	3860	0.01834313725490196	Unknown
2	5022	0.012536630036630034	Unknown
3	5769	0.023506725726674577	w/o MS2:FT-thioether;C5H7F3O2S
4	9119	0.010419836573682726	Unknown
5	9142	0.011184573002754822	Unknown
6	9709	0.02683170376534221	FA 9:0 + 1O, sulfate;PlaSMA ID-416
7	10561	0.023033799533799533	w/o MS2:afzelechin
8	10663	0.01209486166007905	Unknown
9	10939	0.011921182266009848	Unknown
10	12276	0.014570135746606334	Unknown
11	12292	0.012803030303030302	Unknown
12	12375	0.01337474120082816	Unknown
13	12502	0.010978157644824309	Unknown
14	13467	0.013333333333333332	w/o MS2:Unknown (carbon number 16);PlaSMA ID-814
15	14271	0.013430478353555275	Unknown
16	14668	0.02484081020057878	w/o MS2:PFCA-unsaturated_ether;C8HF13O3
17	14793	0.01763623104584203	Unknown
18	14795	0.012735435159677583	Unknown
19	15227	0.010769230769230769	Unknown
20	15251	0.014444444444444444	w/o MS2:Hexose + C13H19O (isomer of 1061);PlaSMA ID-1062
21	15284	0.01143692564745196	w/o MS2:C20H34O9;PlaSMA ID-1074
22	15903	0.020625300625300626	Unknown
23	16160	0.013333333333333334	Unknown
24	16177	0.010476190476190474	w/o MS2:Phosphatidylethanolamine lyso alkenyl 18
25	16213	0.02237041880062475	Unknown
26	16577	0.012174858108924045	Unknown
27	17106	0.011596638655462184	Unknown
28	17204	0.010267228172733624	Unknown
