	Metabolite ID	Feature Importance	Metabolite name
0	1365	0.018984375	Unknown
1	1598	0.02	Unknown
2	4868	0.010878571428571428	Unknown
3	9950	0.018017709059908547	Unknown
4	11733	0.012659090909090908	Unknown
5	12977	0.01097442680776014	Unknown
6	14966	0.01001802926288052	Unknown
7	15186	0.01798255639097744	Unknown
8	15595	0.012867364532019707	w/o MS2:[(2R)-2-[(E,2S,4R)-4,6-dimethyloct-6-en-2-yl]-6-oxo-2,3-dihydropyran-3-yl] (2E,4E,6S)-8-hydroxy-6-(hydroxymethyl)-4-methylocta-2,4-dienoate
9	17284	0.015389915966386553	Unknown
10	17382	0.010801948051948052	Unknown
11	18564	0.017351511081363832	Unknown
12	18625	0.015517708333333333	Unknown
