	Metabolite ID	Feature Importance	Metabolite name
0	878	0.02233273910326651	Unknown
1	1083	0.01748325748457951	Unknown
2	2833	0.011005917159763312	Unknown
3	5206	0.013004133545310015	Unknown
4	5803	0.017048087347265487	10-Hydroxydecanoic acid
5	10465	0.013238899114082398	w/o MS2:3-(2,6-dihydroxyphenyl)-4-hydroxy-6-methyl-3H-2-benzofuran-1-one
6	10663	0.011253196930946294	Unknown
7	10664	0.010209154505792089	Unknown
8	10877	0.012084066635790772	Unknown
9	10933	0.019092056682812983	Unknown
10	12220	0.011813522496259068	w/o MS2:Unknown (carbon number 18);PlaSMA ID-661
11	12770	0.011816821133412043	Unknown
12	13467	0.0228167044595616	w/o MS2:Unknown (carbon number 16);PlaSMA ID-814
13	15116	0.010578512396694216	w/o MS2:beta-TOXICAROL
14	15479	0.011051930501930502	w/o MS2:NCGC00380371-01!5-hydroxy-2,2,6,6-tetramethyl-4-[3-methyl-1-[2,4,6-trihydroxy-3-(2-methylpropanoyl)phenyl]butyl]cyclohex-4-ene-1,3-dione
15	15777	0.025843377765173	Unknown
16	15944	0.010173218673218673	Unknown
17	16347	0.010666666666666665	w/o MS2:C23H42NO7P;PlaSMA ID-1303
18	16363	0.01847640583707657	Unknown
19	16399	0.01093181818181818	LPE 18:1;PlaSMA ID-1334
20	16731	0.01543643025772182	Unknown
21	16732	0.010928880643166357	Unknown
22	17176	0.010043762432509236	Unknown
23	17460	0.012799999999999999	w/o MS2:LPC 18:3;PlaSMA ID-1545
24	17461	0.023336898395721922	LPC 18:3;PlaSMA ID-1545
25	17533	0.012148185148185147	Unknown
26	18198	0.010173218673218673	w/o MS2:NCGC00380909-01_C34H54O8_(1alpha,3alpha,7alpha,9xi,13alpha,17xi,20xi)-3,21,23-Trihydroxy-4,4,8-trimethyl-24,25-epoxycholest-14-ene-1,7-diyl diacetate
27	18252	0.012283353010625737	Unknown
