	Metabolite ID	Feature Importance	Metabolite name
0	1181	0.013333333333333332	469 - Butyric acid
1	2868	0.011240728082833346	Unknown
2	3576	0.010730158730158727	Creatinine
3	5218	0.012929292929292928	N,N-Diisopropylethylamine (DIPEA)
4	5749	0.017678883735855255	w/o MS2:Diglyme;LC-ESI-ITFT;MS2;CE
5	6325	0.014666666666666666	Unknown
6	7221	0.018636717700994045	Unknown
7	7937	0.04	w/o MS2:4,5-dihydroxy-3-propylcyclopent-2-en-1-one
8	8537	0.012653109281074824	w/o MS2:Dipropylene glycol dimethyl ether
9	9955	0.04	Unknown
10	9956	0.02	Unknown
11	9957	0.08	Unknown
12	11055	0.01882117882117882	Unknown
13	11135	0.012536630036630034	w/o MS2:MLS002694822-01!2-oxo-1H-quinoline-4-carboxylic acid
14	11398	0.0235430860327412	DEET
15	12014	0.011544517860307335	w/o MS2:3,7-dimethyl-6-octenyl acetate
16	13462	0.019729319337162474	Texanol
17	13857	0.013028322440087146	Diethyl phthalate
18	14292	0.012688832054560955	Leucylproline
19	16297	0.012536630036630034	Unknown
20	17042	0.01288246190924883	w/o MS2:Rutaecarpine
21	17315	0.010208333333333335	Citroflex 2
22	19085	0.010208333333333335	w/o MS2:MMV676468
23	23671	0.01605034722222222	w/o MS2:LPC 18:3;PlaSMA ID-2744
24	23994	0.04164166653778863	Unknown
25	24102	0.012688832054560955	w/o MS2:Putative Chenodeoxycholic acid Phenylalanine conjugate
26	24642	0.013028322440087146	Unknown
27	25391	0.012417508417508417	Unknown
