	Metabolite ID	Feature Importance	Metabolite name
0	2318	0.021116538353477755	Unknown
1	12857	0.014442852166990096	Unknown
2	13264	0.015310825538098267	Unknown
3	14861	0.022649987982362153	Unknown
4	15388	0.01182846271720952	Unknown
5	19535	0.011608691553544498	Unknown
6	20271	0.012306412776667892	Unknown
7	23328	0.011792370774188956	Unknown
8	23335	0.010304878048780487	Unknown
9	24135	0.012003262438045045	Unknown
10	24688	0.010512499999999998	Docosahexanoic acid
11	25650	0.013616564342740662	Unknown
12	26647	0.010390353972235502	Unknown
13	27378	0.017137926835601253	Unknown
14	27942	0.010384615384615386	395 - Pregnenolone sulfate
15	29259	0.011320646878251114	Unknown
16	29939	0.013248831168831167	w/o MS2:[(1S,2R,4aR,8aR)-1-acetyloxy-1,4a-dimethyl-6-oxo-7-propan-2-ylidene-2,3,4,5,8,8a-hexahydronaphthalen-2-yl] 3-acetyloxy-2-hydroxy-2-methylbutanoate
17	31397	0.011222047347367039	Unknown
